Programa,id_log_view,user_log_view,Anio,Fecha,Status_pct,Horas_uso_raw,Horas_uso_ajustada,Nivel,Tipo_nivel,Area_Conocimiento,Componente_academico,ID_SIS,Es_interno
IQ512,095754070cf6418ab4218fa4,69331a900e66494f9794f8da,2023,2023-10-30,,0.12,0.12,Programa Nacional de Inducción Docente 2024,Curso/edición,Bienestar socioemocional - i512,Componente 26,105452,False
IQ512,8ed7d2084bc440a5bba9e5a8,1ccfbb61b6fa4ebbafb739d9,2023,2023-09-15,,0.17,0.17,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 43,105429,False
IQ512,0051ffa8f378465fbd3daed3,84bc8a546e684c5687c661a9,2023,2023-03-04,,0.31,0.31,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 11,105428,False
IQ512,a9be1792f8574ef19ad2b88f,0190c7be89ab454fa26d0681,2023,2023-02-04,25.0,0.09,0.09,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 28,105300,False
IQ512,83ca3a6712f6448d913331c7,5178575c252d488398975cfd,2023,2023-11-14,100.0,0.14,0.14,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 14,105465,False
IQ512,cd9553e92e094310b643e14b,9304fb0da0fc4b26af6cc39e,2023,2023-08-29,25.0,0.04,0.04,Programa Nacional de Inducción Docente 2024,Curso/edición,Programa Nacional de Inducción Docente,Componente 39,105412,False
IQ512,b4e1356d3d2846f08cddcaab,c6416ee31cee41d9abfddc87,2023,2023-05-13,,0.16,0.16,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 55,105240,True
IQ512,f0c6509775c64f10a431c4c9,77048e22c70c4334a9e4be71,2023,2023-01-23,100.0,,,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 44,105299,False
IQ512,cc1ab248a51b4077948e30cf,e787a33bd6ea4f8d94c0de47,2024,2024-04-27,,4.25,4.0,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 22,105234,False
IQ512,e414524b35684d3b8d1cff13,7934a8e8372f427f9193cb18,2023,2023-07-16,,1.67,1.67,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 30,105411,False
IQ512,e56dd8bcbd6c4dc38de44be9,667cdf13f4544e49a127203b,2025,2025-05-09,,1.55,1.55,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 8,105208,False
IQ512,7ecd32dc784d4e54a7ebeb8e,a139ad8bb62944db909c8a9d,2022,2022-05-27,,0.01,0.01,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 12,105356,False
IQ512,179e4beba9694f9881c2f6b4,789a966057d94fcd9b74b134,2023,2023-09-19,75.0,0.12,0.12,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 1,105209,False
IQ512,f1deb942f8b84470ac258dd2,eaaf933775e74d558f7457e0,2023,2023-10-14,100.0,0.11,0.11,Programa Nacional de Inducción Docente 2024,Curso/edición,Programa Nacional de Inducción Docente,Componente 24,105266,False
IQ512,ff8c322e54334cb8ab8e28e4,265a1767f3f449a586ffc754,2023,2023-10-27,75.0,0.14,0.14,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 33,105378,False
IQ512,d41df98542c3453ba1d97c25,f8bd01058ec24f7687709926,2023,2023-03-02,25.0,0.76,0.76,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 36,105503,False
IQ512,a2a6416f6a324146a5971e21,6e773ac41aea4fe5b98eba0c,2023,2023-02-22,100.0,0.02,0.02,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 51,105489,False
IQ512,f87ca351b8aa44fd801ddc92,10322a41c7d34bbb91a599c0,2023,2023-07-03,100.0,0.59,0.59,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 42,105229,False
IQ512,f37be37295094f72a9a7af48,415994463ca44d63a6bb05b8,2025,2025-06-10,25.0,0.16,0.16,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 31,105221,False
IQ512,729ef808ce6b45b3bd6ca372,fa1c1fd9d6224fc886871f2b,2023,2023-03-27,50.0,0.43,0.43,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 58,105210,False
IQ512,2c1278825b8a45b8b879b2a3,98a45bf5c0a1409a8e9c00e7,2023,2023-02-28,75.0,1.88,1.88,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 18,105419,False
IQ512,0dafceb2a9df4f8b96a25046,b737d77513944641945c1412,2023,2023-08-10,50.0,0.34,0.34,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 4,105186,False
IQ512,7ae56f471f96487d87f7f6a4,fa1c1fd9d6224fc886871f2b,2024,2024-04-14,25.0,1.96,1.96,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Bienestar socioemocional - i512,Componente 44,105210,False
IQ512,a033be23da0e45cb89009efc,7b88eae260654464869a1582,2024,2024-01-26,,0.24,0.24,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 58,105291,False
IQ512,db3b9cdfe68a42f4b1439bce,1df7064f364c4f69a3e07067,2023,2023-01-05,100.0,0.24,0.24,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 45,105455,False
IQ512,d84411cf054f4a98a89feea2,2b8d508e2b9b454b998483be,2022,2022-10-14,25.0,0.03,0.03,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 11,105354,False
IQ512,d4be6877284242d19c881c2a,0dfad5ed7353466680d96d8d,2024,2024-04-24,,1.49,1.49,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 55,105386,False
IQ512,9bd158fac3ac4fd2ae18235e,915c01a76bc4415ea1a96f50,2023,2023-05-18,,0.34,0.34,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 5,105246,False
IQ512,a5f02050469043218a850383,f43415bb5f284a04a93c3541,2023,2023-02-15,,0.54,0.54,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 27,105387,False
IQ512,7957081ba09c400e8b44d5b6,0190c7be89ab454fa26d0681,2025,2025-04-30,,0.14,0.14,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 40,105300,False
IQ512,4898bb360ab54c0bbce9460e,a1752d97d16944db859ca475,2023,2023-06-22,,0.34,0.34,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Gestión de aula - i512,Componente 14,105251,False
IQ512,183fe78be84446dab8d45981,b140c9baa55e481cb97c165e,2023,2023-12-23,,1.71,1.71,Programa Nacional de Inducción Docente 2024,Curso/edición,Bienestar socioemocional - i512,Componente 24,105288,False
IQ512,5a4f748a75eb4411b749e745,480cb530aa2d48c5acbe06c6,2024,2024-04-13,0.0,0.36,0.36,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 19,105498,False
IQ512,1eecb55c77ef448096506e5f,accb6322787d4f4aa7284f37,2025,2025-01-24,,0.09,0.09,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 38,105301,False
IQ512,68d6242fc5384927a410a52e,0dbbc457357f412ebd5f899c,2023,2023-03-03,75.0,0.0,0.0,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 3,105235,False
IQ512,81488c4b4d3346e49b3d4a36,ead28e25c79f4763920a5313,2022,2022-09-28,25.0,0.6,0.6,Programa Nacional de Inducción Docente 2024,Curso/edición,Gestión de aula - i512,Componente 35,105361,False
IQ512,a261f254b4ab475e988c42b9,16963ecc19514a569b574e66,2024,2024-05-28,25.0,0.77,0.77,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 43,105282,False
IQ512,d9418f5e250d453f803fda86,81d8095ac7184e0f886a15af,2023,2023-05-12,,0.13,0.13,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 57,105431,False
IQ512,b4fa15794aa041b0913a8d29,9eff69a9b37941ddbbc85221,2026,2026-04-16,50.0,1.9,1.9,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 55,105430,False
IQ512,637e1f9e0fcf4b14b13ce292,fdbbde9f14274a8a9948cc87,2023,2023-10-15,,2.07,2.07,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 12,105444,False
IQ512,b66a415e87c84f89a64827e7,8705b545ae8e424aa55121c8,2024,2024-07-25,25.0,0.69,0.69,Liderazgo docente - i512,Curso/edición,Programa Nacional de Inducción Docente,Componente 5,105490,False
IQ512,a8e932b29f5a48119a6a66a7,226ab906583c44cf903022d1,2023,2023-07-03,,0.68,0.68,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 58,105326,False
IQ512,4f92f3101f2c4c25acfb065d,52070d7c908441c19c81e2c7,2023,2023-11-01,75.0,0.31,0.31,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 43,105185,False
IQ512,aefa5d5b60b748ffa17b474c,a8b827d7c1c345a29590caf7,2023,2023-04-08,,0.17,0.17,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 5,105318,False
IQ512,049a8f76c97a4d4eba9cbfd7,87a63a6576034f30a2ca2aa0,2023,2023-08-12,,0.35,0.35,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 17,105504,True
IQ512,82f6bff5cde548d6b1cb0969,ebb888b1f4054bb4b462d7e0,2024,2024-04-12,75.0,0.02,0.02,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 50,105404,False
IQ512,25cfc21b4c994b198168dc38,39c0bd3e6ca148b08ac8d17a,2026,2026-02-18,75.0,1.07,1.07,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 16,105338,False
IQ512,147d0c348c1a4bceaf9f3f49,8705b545ae8e424aa55121c8,2023,2023-03-21,50.0,0.15,0.15,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 15,105490,True
IQ512,89338d0bf10c42ed8702fc31,eaaf933775e74d558f7457e0,2023,2023-07-17,50.0,0.32,0.32,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 36,105266,False
IQ512,d57f0b18764c42b2a168c813,0fadfe3c6ab5414fba887b0a,2023,2023-05-28,,1.03,1.03,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 28,105366,False
IQ512,9d5b101b150d402fbf868be2,dc9add5ed8c04437af365e25,2026,2026-03-12,50.0,0.01,0.01,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Gestión de aula - i512,Componente 26,105365,False
IQ512,3912d89077db480a98929152,2f51da8f89db420faeb2beb8,2024,2024-07-24,100.0,0.39,0.39,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 12,105328,False
IQ512,2969c97028724a3e8d1a6cf9,79324cb4aa6b4259839a8deb,2024,2024-04-17,,0.66,0.66,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 43,105370,False
IQ512,8bdc79cb59474c3caa4b28c7,a499816553f0493b932b624d,2023,2023-08-11,75.0,0.15,0.15,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 15,105271,False
IQ512,d76ce1bd69174c52816acdf2,19f183595d58476c8078ec17,2023,2023-03-26,,0.11,0.11,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 45,105293,False
IQ512,0877c278cbcc44f09ae38951,39c0bd3e6ca148b08ac8d17a,2023,2023-11-03,,0.86,0.86,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 28,105338,False
IQ512,e205ff3cff4c4bc6a971bcd8,4bb110e24fe2492eb911d1e0,2026,2026-06-08,,1.18,1.18,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 36,105459,False
IQ512,f048a7ee6e794fd48507a7a8,f9da23eabcd84ae9a6c31d19,2023,2023-04-30,,0.14,0.14,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 3,105471,False
IQ512,c922341baa5f4eb0b5098ec8,aab7ebc80c134d8998f5414f,2024,2024-10-07,,0.1,0.1,Programa Nacional de Inducción Docente 2024,Curso/edición,Programa Nacional de Inducción Docente,Componente 18,105343,False
IQ512,45bb700639c34085834a89df,cd3c62e122094cf7980f5a2c,2023,2023-03-24,100.0,0.03,0.03,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 43,105344,False
IQ512,d0b944241f144c41ab80bef9,dc9add5ed8c04437af365e25,2023,2023-06-09,,0.84,0.84,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 51,105365,False
IQ512,bbbb81049bb14089ab845799,b5a8776ef2c54783903ac8f9,2024,2024-02-13,100.0,1.97,1.97,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 27,105192,False
IQ512,f568cd4329cc43988fc18bd8,12733ae4d9de48f9b9b5b82a,2023,2023-11-04,,,,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 20,105243,False
IQ512,0943ed92026a4195812960f0,246ecfff06dd4c809a037219,2024,2024-03-16,25.0,0.11,0.11,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 48,105502,False
IQ512,faa54dd6ee7540eb81362814,dbf30d1d82f44993a8117167,2024,2024-05-06,100.0,0.27,0.27,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 47,105464,False
IQ512,50551f6fb82b49389d60b92e,dd7d5df7942948d5beb11771,2023,2023-04-16,50.0,0.25,0.25,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 36,105425,False
IQ512,02d217ee155b438fbc8c4e9a,409c1ce3db5d4031ab8cede4,2023,2023-03-31,100.0,0.49,0.49,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 17,105200,False
IQ512,db4abe82e2064708bd1b2a85,10779687102844adb5b33c17,2024,2024-06-07,25.0,0.17,0.17,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 28,105308,False
IQ512,b3b2fa3ac69841ab94d00df6,78bce0d675ec40bdba5ed449,2023,2023-07-19,0.0,0.01,0.01,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 30,105350,False
IQ512,f92e329f8fc2491e80eccbd0,100a404f17da46218111c086,2022,2022-05-18,25.0,0.09,0.09,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 8,105320,True
IQ512,af86fc9dcc214b9b99dd5f86,bb97def0b02f4427a00195f9,2023,2023-11-28,0.0,0.98,0.98,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 58,105287,False
IQ512,613e459ae08a41c58aa0dbe8,b737d77513944641945c1412,2022,2022-10-20,,0.11,0.11,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 53,105186,False
IQ512,662e6e5206de4343a96e4934,7934a8e8372f427f9193cb18,2023,2023-05-29,75.0,0.84,0.84,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 40,105411,False
IQ512,1aab9c38a536490299b46b84,72335bdd56fe43e8b51efc30,2024,2024-10-18,,0.13,0.13,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 46,105292,False
IQ512,587ad63da5184e4c8265df34,03e0948083cf496c8409b830,2025,2025-09-01,50.0,0.3,0.3,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 21,105487,False
IQ512,fe1492c80fd64efb9bc18e09,2ca1013a0fea4a1d8335308b,2023,2023-06-11,50.0,1.71,1.71,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Programa Nacional de Inducción Docente,Componente 31,105213,False
IQ512,27d97166987940679d912ba0,b8b47e3a2e0b4246878c90e5,2022,2022-02-28,75.0,0.06,0.06,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 53,105398,False
IQ512,773ed8d420f349928b0239db,74b9644a6001467d9530e829,2023,2023-11-29,75.0,1.48,1.48,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 40,105283,False
IQ512,a3c5892eafef4036b4b23742,10322a41c7d34bbb91a599c0,2023,2023-09-21,,0.87,0.87,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 34,105229,False
IQ512,1f1fe80f6e634514a7fd2015,2c587aaa354f4c60baecf071,2023,2023-05-06,0.0,0.57,0.57,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 28,105346,False
IQ512,afe8f67f87f8403597265aa4,ebb888b1f4054bb4b462d7e0,2026,2026-05-18,0.0,0.54,0.54,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 10,105404,False
IQ512,bc07c33875aa4f81bc4ccf55,1ccfbb61b6fa4ebbafb739d9,2024,2024-06-06,100.0,0.23,0.23,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 57,105429,False
IQ512,0315cf4efe4d41609d533637,149e0e0a2e1747fdac1861ac,2023,2023-06-25,,0.4,0.4,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 35,105348,False
IQ512,f5c86301161f426a9751adc9,85f0eac0dd064d718d98d289,2023,2023-02-26,,1.9,1.9,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 40,105463,False
IQ512,c977da2a9257484b9e080db8,c3cd54892e8547f7beecdac0,2023,2023-09-18,100.0,0.43,0.43,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 4,105453,False
IQ512,11dd4d6e84824615bb2a18f5,03e0948083cf496c8409b830,2026,2026-08-06,25.0,0.33,0.33,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 13,105487,False
IQ512,09f4c7f43f7743089fa91474,f49d42df9e20459d95b6c638,2024,2024-08-01,75.0,0.65,0.65,Programa Nacional de Inducción Docente 2024,Curso/edición,Programa Nacional de Inducción Docente,Componente 9,105254,False
IQ512,95c9c363f12547fa95a80b79,4804d793882e420ba3b02325,2026,2026-01-02,0.0,0.42,0.42,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 30,105367,False
IQ512,d69d81113b7a465ab66ea5dc,eaf87d27bcba40a3894b4cfe,2026,2026-02-26,25.0,0.03,0.03,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 3,105197,False
IQ512,26c8dbed390b4a1fa6fadbe1,4804d793882e420ba3b02325,2023,2023-03-23,50.0,0.19,0.19,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 45,105367,False
IQ512,253f4a54c6ca4e3d9526d14c,c6416ee31cee41d9abfddc87,2023,2023-10-12,50.0,0.03,0.03,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 56,105240,False
IQ512,5d9ab80e1769432d8473b3ca,09864cb526304beba5470168,2022,2022-03-16,50.0,3.23,3.23,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 51,105261,True
IQ512,1adac0697edd47f2882c1987,bb97def0b02f4427a00195f9,2023,2023-03-16,,1.52,1.52,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 27,105287,False
IQ512,374ab78db42c4a33a2a2bd1f,c94ca48f23744b1d9b7ca355,2023,2023-03-02,0.0,0.07,0.07,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Programa Nacional de Inducción Docente,Componente 55,105385,False
IQ512,1f7f5c0ee3404d899fd35b9b,cd3c62e122094cf7980f5a2c,2023,2023-06-11,100.0,0.26,0.26,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 10,105344,False
IQ512,c208149679cf407aa0783351,100a404f17da46218111c086,2023,2023-07-16,,1.35,1.35,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 24,105320,False
IQ512,95f921a0bcf1423095e8e72b,c94ca48f23744b1d9b7ca355,2023,2023-10-31,0.0,2.73,2.73,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 56,105385,False
IQ512,1fa5cf15ff6040188b45fd00,16963ecc19514a569b574e66,2023,2023-03-23,100.0,0.46,0.46,Programa Nacional de Inducción Docente 2024,Curso/edición,Bienestar socioemocional - i512,Componente 53,105282,False
IQ512,c8bf129a88f74cb29e87e04c,16963ecc19514a569b574e66,2023,2023-09-13,,0.06,0.06,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 9,105282,False
IQ512,cab241a998fc44948c0caebe,0dd7db72057a4e239a9db895,2025,2025-08-09,,0.11,0.11,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 30,105294,False
IQ512,f39fe8324d974919b8bcdedf,ebb888b1f4054bb4b462d7e0,2023,2023-05-10,,0.55,0.55,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 1,105404,False
IQ512,3372ac314c92462db6479b74,eaaf933775e74d558f7457e0,2024,2024-01-16,25.0,0.38,0.38,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 51,105266,False
IQ512,fa7e950502f74cb28cdbca0a,cc5ec518471243968b44d76b,2024,2024-10-16,,0.82,0.82,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 31,105265,False
IQ512,a2a666190776429c96d924e0,667cdf13f4544e49a127203b,2023,2023-01-06,75.0,0.2,0.2,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 32,105208,False
IQ512,4b78cb0fcbb648fca776a908,68059c30a12b42cba1649cfa,2023,2023-11-09,50.0,0.94,0.94,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 46,105312,False
IQ512,faee4aa32fb3407280c7a6b0,87a63a6576034f30a2ca2aa0,2023,2023-06-03,25.0,0.1,0.1,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Gestión de aula - i512,Componente 28,105504,False
IQ512,f4db4892f3b343dea45868f0,85f0eac0dd064d718d98d289,2023,2023-06-06,,0.82,0.82,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 17,105463,False
IQ512,1562f63d98bf496ab74e4300,4c95c3752ca8491f8e9b000e,2023,2023-10-19,50.0,0.0,0.0,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 42,105369,False
IQ512,60f0866198264297adc8e063,de6563148ddd406597ed22bc,2023,2023-01-30,75.0,1.51,1.51,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 4,105372,False
IQ512,517648424dfa435295210e18,4bb110e24fe2492eb911d1e0,2023,2023-07-27,50.0,0.1,0.1,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 23,105459,False
IQ512,1035b540ec464d7a90b17105,480cb530aa2d48c5acbe06c6,2023,2023-01-28,,0.46,0.46,Programa Nacional de Inducción Docente 2024,Curso/edición,Gestión de aula - i512,Componente 40,105498,False
IQ512,8d460b4a5fdb417bb582ac76,5385b7f6848147308ba6f326,2023,2023-08-25,25.0,0.51,0.51,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 4,105244,False
IQ512,cb2a316356c340959bbce441,03e0948083cf496c8409b830,2023,2023-01-02,25.0,0.05,0.05,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 29,105487,False
IQ512,04be12a00e944dc19958ba66,b5a8776ef2c54783903ac8f9,2026,2026-02-09,75.0,1.32,1.32,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 40,105192,False
IQ512,c2e1394558324c3b99f06291,cecabdfd5a4c41b797ecc269,2023,2023-10-25,,0.28,0.28,Liderazgo docente - i512,Curso/edición,Bienestar socioemocional - i512,Componente 40,105342,False
IQ512,4792d2fad098474c8a1492bd,ea2b216a5f034a29b40d010c,2025,2025-12-28,100.0,1.19,1.19,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 20,105223,False
IQ512,10dbc05497ed4a44850c8a66,6e773ac41aea4fe5b98eba0c,2024,2024-05-20,25.0,1.03,1.03,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 55,105489,False
IQ512,07dcb5a13632450088df7bf1,100a404f17da46218111c086,2022,2022-05-10,75.0,0.37,0.37,Programa Nacional de Inducción Docente,Curso/edición,Gestión de aula - i512,Componente 45,105320,False
IQ512,16fd9ca8c1f84b91a46e9a2f,02c149178dab43b18f85520e,2024,2024-03-27,0.0,0.53,0.53,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 33,105181,False
IQ512,3f909c0b087b4c959d961c98,62446d6d19dd4ab8bc2e277f,2025,2025-12-23,25.0,0.7,0.7,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 22,105345,False
IQ512,91d570e1f31148ceb69db809,a5a8230bd2014d8298760152,2023,2023-04-20,,2.77,2.77,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Bienestar socioemocional - i512,Componente 47,105270,False
IQ512,3ceff850515d4271be8ec5b1,1df7064f364c4f69a3e07067,2024,2024-08-21,25.0,2.37,2.37,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 25,105455,False
IQ512,7d34bd6669484a58b8caa309,79f90b3590f94ab8862a51e8,2023,2023-11-16,,0.41,0.41,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 57,105205,False
IQ512,798c44e4f5a644c7bb351183,b7689f9636d544ffa0dd719c,2023,2023-07-09,,0.01,0.01,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 2,105298,False
IQ512,ffa067e27e974b35b2e7718c,cc5ec518471243968b44d76b,2023,2023-02-04,,0.06,0.06,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 31,105265,False
IQ512,99b074cfd851409aa3a0a099,4804d793882e420ba3b02325,2023,2023-10-03,,0.45,0.45,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 11,105367,False
IQ512,36bf180c5c9a4c848dbbf2f1,6ab5327c92dd4863b6ab8275,2023,2023-02-05,,1.21,1.21,Programa Nacional de Inducción Docente - Profundización,Curso/edición,Programa Nacional de Inducción Docente,Componente 54,105274,False
IQ512,9e873f21153f426e9d6ceee1,2ca1013a0fea4a1d8335308b,2025,2025-06-30,,0.18,0.18,Programa Nacional de Inducción Docente,Curso/edición,Programa Nacional de Inducción Docente,Componente 57,105213,False
IQ512,c323f25afeaa478291025948,bc168b28c5224f708e58d5d4,2026,2026-02-28,50.0,0.08,0.08,Programa Nacional de Inducción Docente,Curso/edición,Bienestar socioemocional - i512,Componente 45,105470,False
